P_CODE,P_NAME,Category,BRAND,Sub-Category,Inv,Listing Status
1718,DYNAMIX COW'S GHEE 1LT RFL,OIL/GHEE/VANASPATI,DYNAMIX,GHEE,,
1720,NABATI WAFER BISCUIT 30GM,BISCUITS/BAKERY,MAX SUPER MARKET,BISCUITS,,
1723,AMUL PURE GHEE 500 ML (R),OIL/GHEE/VANASPATI,AMUL,GHEE,,
1727,BHAGAR 500 GM,FASTING/UPWAS,R.K.BAZAR(TAX),UPWAS PRODUCTS,,
1740,NACHANI 1 KG,GROCERY,R.K.BAZAR(TAX),DHANYA,,
1752,MOONG BOLD 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
1775,KHARIK 250 GM,DRY FRUITS,R.K.BAZAR(TAX),KHARIK,,
1811,PARLE NUTRI HONEY&CRUN600GM*,BISCUITS/BAKERY,PARLE,BISCUITS,,
1838,SHUBHLABH AGAR GULAB ROL 250G,POOJA ITEMS,SHUBHLABH AGARBATTI,AGARBATTI,,
1841,SHUBHLABH AGAR MOGRA ROL 250G,POOJA ITEMS,SHUBHLABH AGARBATTI,AGARBATTI,,
1850,MR MAS FILTR COFFE ORI 100 GM,TEA/COFFEE,M R,COFFEE,,
1861,SCO BR SIL SPARK PAD 9.5X14CM,CLEANING MATERIAL,SCOTCH BRITE,SCRUBBER,,
1864,SCOTCH BRI SIL SPARK PAD 7X10,CLEANING MATERIAL,SCOTCH BRITE,SCRUBBER,,
1865,SCOTCH BRI SIL SPARK 7X7.5 CM,CLEANING MATERIAL,SCOTCH BRITE,SCRUBBER,,
1867,SHUBHLABH AGR LAVENDER RO250G,POOJA ITEMS,SHUBHLABH AGARBATTI,AGARBATTI,,
1879,SHUBHLABH AGR MASTANI ROL250G,POOJA ITEMS,SHUBHLABH AGARBATTI,AGARBATTI,,
1881,EMPEROR KHAJUR 500 GM,DRY FRUITS,R.K.BAZAR(TAX),DATES(KHAJUR),,
1891,BADISOAP 100GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1892,SHUBHLABH AGAR CHANDAN RO250G,POOJA ITEMS,SHUBHLABH AGARBATTI,AGARBATTI,,
1894,JEERA 250 GM ,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1897,DINK 250 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1907,SABJA 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1909,SHUBHLABH ASTHA CUP DHOOP12PC,POOJA ITEMS,SHUBHLABH AGARBATTI,DHOOP,,
1910,SHUBH SANSKAR WET DHOOP 20PC,POOJA ITEMS,SHUBHLABH AGARBATTI,DHOOP,,
1912,BADISOAP SHEKALI 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1913,SHUBH GAYTRI DRY DHOOP 24PC,POOJA ITEMS,SHUBHLABH AGARBATTI,DHOOP,,
1927,SHUBHLABH GHEE DIYA 40PC,POOJA ITEMS,SHUBHLABH AGARBATTI,POOJA ITEM,,
1930,DHANA DAL 200 GM,SPICES/MASALA,R.K.BAZAR(TAX),DHANA DAL,,
1935,KALONJI 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1936,BLACK TIL 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1939,OWA 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1940,RK MUK BADISOAP 100GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1951,OWA 100 GM ,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1952,SABJA 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1956,JEERA 100 GM ,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1962,EVE. KASURI METHI  25GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
1963,EVE. PAV BHAJI MAS 100GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
1965,EVE. CHICK MAS. 100 GM PKT,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
1967,EVE. KITCHEN KING 100 GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
1968,EVE. GARAM MASALA 100GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
1973,EVE. SHAHI BIRYANI MASA 50G*,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
1974,EVE. CHAT MAS. 100 GM PKT,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
1976,EVE. PANI PURI MAS. 50GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
1977,EVE. SABJI  MASALA 50 GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
1980,BADISOAP LAKHNO 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1981,BADISOAP 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1999,MIX DRY FRUIT 500 GM,DRY FRUITS,R.K.BAZAR(TAX),MIXED DRY FRUIT,,
2015,BASMATI RICE SUPER TIBAR 70CR,GROCERY,R.K.BAZAR,BASMATI RK,,
2021,BASMATI RICE SUPER 1121 40CR,GROCERY,R.K.BAZAR,BASMATI RK,,
2031,MICRO FIBER CLOTH 40 X 40CM,CLOTHS,BRAND NO,DUSTER,,
2033,DHANA DAL 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2037,JWARI SOLAPUR 5 STAR (GANES)*,GROCERY,R.K.BAZAR,DHANYA,,
2038,GARNTED JUNA STEEM R U GOLD,GROCERY,R.K.BAZAR,RICE,,
2040,WHEAT MP SHARBATI KESAR GOLD,GROCERY,R.K.BAZAR,WHEAT,,
2053,WHEAT MP BEST LPK-1 MAHARANI*,GROCERY,R.K.BAZAR,WHEAT,,
2059,B RICE SORTEX KOLAM LQ(BULK),GROCERY,R.K.BAZAR,RICE,,
2073,KAJU PLATINUM 200 GM,DRY FRUITS,R.K.BAZAR(TAX),KAJU,12,draft
2075,R.K.B KHARA SINGH 100 GM,FARSAN/CHIKKI,R.K.BAZAR(TAX),ROASTED NUTS,,
2079,IMLI 200 GM ,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2080,ALSI 200 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2083,DALIA  200 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
2089,DHANA DAL 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2093,METHI 100GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2094,JADA RAI 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2095,METHI POWDER 100 GM,SPICES/MASALA,MASALE,R.K.BAZAR(TAX),,
2106,KISMISH  (BLACK) 500 GM,DRY FRUITS,R.K.BAZAR(TAX),BLACK KISHMISH,,
2115,HALIM  100  GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2116,KISMISH 500 GM,DRY FRUITS,R.K.BAZAR(TAX),KISMISH,,
2122,BARIK RAI 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2139,KHARIK BLACK 250 GM,DRY FRUITS,R.K.BAZAR(TAX),KHARIK,,
2147,ORAL B CD 6+2 BRUSH SOFT COMB,DENTAL CARE,ORAL-B,TOOTH BRUSH,,
2149,RAI  PILA 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2150,TIL POLISH 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2151,TIL 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2171,KAJU DIAMOND 100 GM,DRY FRUITS,R.K.BAZAR(TAX),KAJU,23,draft
2185,KAJU DIAMOND 50 GM,DRY FRUITS,R.K.BAZAR(TAX),KAJU,15,draft
2193,BAL SHEPA 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2198,PISTA KHARA 100 GM,DRY FRUITS,R.K.BAZAR(TAX),PISTA,,
2202,KISMISH 50 GM,DRY FRUITS,R.K.BAZAR(TAX),KISMISH,,
2236,KISMISH 100 GM,DRY FRUITS,R.K.BAZAR(TAX),KISMISH,,
2256,KISMISH GOLDEN 250 GM,DRY FRUITS,R.K.BAZAR(TAX),KISMISH,,
2269,GALA KING KONG BROOM,CLEANING MATERIAL,GALA,BROOM,,
2277,MOONG DAL CHILTA 250 GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
2279,UDID DAL BEST 1 KG,GROCERY,R.K.BAZAR(TAX),PULSES,,
2283,MASOOR DAL 1 KG,GROCERY,R.K.BAZAR(TAX),PULSES,,
2284,MASOOR DAL 250 GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
2286,KABULI CHANA BOLD 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2289,KABULI CHANA BOLD 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2290,KESARI CHANA  500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2292,JADA CHAWLI 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2295,BARIK CHAWLI 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2296,MOONG BARIK 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2297,MOONG BARIK 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2298,AKKA MASOOR 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2300,BADAM ROYAL 100 GM,DRY FRUITS,R.K.BAZAR(TAX),BADAM(ALMOND),,
2302,WHITE RAJMA 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2307,LIJJAT JEERA PAPAD 200GM,PAPAD/PICKLES/FRYMES,LIJJAT,PAPAD,,
2318,AKKA RAJGGERA 100 GM (N.W.),FASTING/UPWAS,R.K.BAZAR(TAX),UPWAS PRODUCTS,,
2329,WHITE  WATANA 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2330,KALA WATANA  500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2337,GREEN WATANA SUPER 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2338,R.K.B DRY FRYMES MIX 200 GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR(TAX),FRYMES,,
2355,SUGAR PREMIUM 5KG,SUGAR/SALT,R.K.BAZAR(TAX),SUGAR,,
2356,BADAM ROYAL 50 GM,DRY FRUITS,R.K.BAZAR(TAX),BADAM(ALMOND),,
2365,MOONG DAL SUPER 250 GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
2366,DRY COCONUT 500 GM,FASTING/UPWAS,R.K.BAZAR(TAX),DRY COCONUT,,
2379,BARIK RAVA 500 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
2382,MAIDA 1 KG,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
2385,BESAN 1 KG,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
2393,GUD DESI (KESAR) 900 GM,FASTING/UPWAS,R.K.BAZAR,JAGGERY,,
2397,FLOWER PRINT UMBRELLA (SV),MISC/OTHERS,JAI MATA DI,UMBRELLA,,
2400,DOUBLE FOLD UMBRELLA (SV),MISC/OTHERS,JAI MATA DI,UMBRELLA,,
2403,RICE MID JUNA WADA KO J J 22,GROCERY,R.K.BAZAR,RICE,,
2424,SALT TATA 1 KG,SUGAR/SALT,TATA SALT,SALTS,,
2427,PISTA SADA 100 GM,DRY FRUITS,R.K.BAZAR(TAX),PISTA,,
2430,MIX DRY FRUIT 100 GM,DRY FRUITS,R.K.BAZAR(TAX),MIXED DRY FRUIT,,
2449,KISMISH (BLACK) 100 GM,DRY FRUITS,R.K.BAZAR(TAX),BLACK KISHMISH,,
2452,KISSAN FRE TOM KETCHUP 500G +,JAM/KETCH-UP/SARBAT,KISSAN,KETCHUP,,
2459,KISMISH GOLDEN 100 GM,DRY FRUITS,R.K.BAZAR(TAX),KISMISH,,
2464,MAGAJ 100 GM,DRY FRUITS,R.K.BAZAR(TAX),MAGAJ,,
2485,LIJJAT GARLIC PAPAD 200 GMS*,PAPAD/PICKLES/FRYMES,LIJJAT,PAPAD,,
2488,LIJJAT UDID PAPAD MINI 200G*,PAPAD/PICKLES/FRYMES,LIJJAT,PAPAD,,
2490,LIJJAT PUN MASA PAPAD 200GM*,PAPAD/PICKLES/FRYMES,LIJJAT,PAPAD,,
2504,AMUL BUTTER 500 GM CBD*,DAIRY/FROZEN,AMUL,BUTTER,,
2507,AMUL BUTTER 100 GM CBD*,DAIRY/FROZEN,AMUL,BUTTER,,
2522,BRITA M M CHESE CUB 200GCBD ,DAIRY/FROZEN,BRITANNIA,CHEESE,,
2531,AMUL CHEESE SLICE 200GM (R)*,DAIRY/FROZEN,AMUL,CHEESE,,
2535,BRITA M M CHESE SLICE 200GM ,DAIRY/FROZEN,BRITANNIA,CHEESE,,
2536,KING CLEAN WIPER SMALL,CLEANING MATERIAL,KINGS,WIPER,,
2547,DOVE PINK ROSE SOAP 3*125GM,BATH SOAPS,DOVE,BATH SOAP,,
2566,RK CHILLY FLAKES 25 GM,FAST FOOD (RADY TO EAT),R.K.BAZAR,READY TO EAT,,
2583,RK MUKH TIP TOP 100 GM,CHOCLATE/CONFECTIONRIES,R.K.BAZAR,MUKHWAS,,
2584,RK CHILLY OREGANO 25 GM,FAST FOOD (RADY TO EAT),READY TO EAT,R.K.BAZAR,,
2585,RK MIX HERBS 25 GM,FAST FOOD (RADY TO EAT),R.K.BAZAR,READY TO EAT,,
2586,RK MAKHANA PERI PERI  50 GM,DRY FRUITS,R.K.BAZAR(TAX),MAKHANA,,
2588,RK MAKHANA CHEESE  50 GM,DRY FRUITS,R.K.BAZAR(TAX),MAKHANA,,
2593,RK KATHIYA PAPAD 200 GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR,PAPAD,,
2629,PISTA KHARA 50 GM,DRY FRUITS,R.K.BAZAR(TAX),PISTA,,
2631,RK MAKHANA CHILLI GARLIC 50GM,DRY FRUITS,R.K.BAZAR(TAX),MAKHANA,,
2632,SUN-DARK FANT CHOC FILL 600G*,BISCUITS/BAKERY,BISCUITS,SUNFEAST,,
2633,SUGAR SUPER (S) 1 KG,SUGAR/SALT,R.K.BAZAR(TAX),SUGAR,,
2635,RAM BANDHU PAPAD MASALA100GM,SPICES/MASALA,RAM BANDHU,SPICES & MASALAS BRANDED,,
2641,DIAMOND KHADI SUGAR 200 GM,SUGAR/SALT,R.K.BAZAR(TAX),SUGAR,,
2646,DAGAD FUL 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2649,R.K.B MAKAI MURMURA 100GM,GROCERY,R.K.BAZAR(TAX),MAKAI,,
2654,KADWA WAL 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2671,SUNFEAST ORN MARI BIS 100GM,BISCUITS/BAKERY,SUNFEAST,BISCUITS,,
2676,LAL CHAWLI 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
2687,DALCHINI 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2689,NYLON SABUDANA 250 GM,FASTING/UPWAS,R.K.BAZAR(TAX),SABUDANA,,
2692,NIMBU PHOOL 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2704,BLACK SALT POWDER 250 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2706,SOONTH 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2732,RAI DAL 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2733,PAPAD KHAR 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2735,JAVANTRI 20 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2744,BRIT NUTRICHOICE DIGEST 100G,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
2748,GREEN ELAICHI 20 GM ,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2750,BRITA LITTLE HEART BIS  26GM,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
2754,GREEN ELAICHI 50 GM ,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2768,MASALA ELAICHI 20 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2812,CHANDRA DOUBLE HOCKEY,CLEANING MATERIAL,GALA,BRUSH,,
2815,EATING SODA 250 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2819,TRIPHADA 20 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2820,KALA MIRI 50 GM ,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2833,NESCAFE READY MIX COFFEE 15 G,TEA/COFFEE,NESCAFE,COFFEE,,
2849,SIKANDAR RADHE R/CHANA 500 GM,FARSAN/CHIKKI,SIKANDAR,WAFERS  & FARSAN,,
2860,RK MASALA PAPAD 200GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR,PAPAD,,
2862,ZANDU BALM 25 ML BTL,MISC/OTHERS,HIMANI,MEDICATED PRODUCT,,
2872,R.K.B JWARI MURMURA BALL 100G,GROCERY,R.K.BAZAR(TAX),JWARI,,
2875,PHP SWEET AMLA CANDY 250GM,CHOCLATE/CONFECTIONRIES,PHONDAGHAT PHARMACY,MUKHWAS,,
2877,R.K NACHNI MURMURA BALL 100G,PAPAD/PICKLES/FRYMES,R.K.BAZAR(TAX),FRYMES,,
2886,DALCHINI 20 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2890,KALA MIRI 20 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2895,BADIYAN 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2907,DINK 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2910,LAVANG 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2912,LAVANG 20 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2918,DETTOL ANTISEPTIC LIQ. 1 LTR,CLEANING MATERIAL,DETTOL,CLEANING LIQUID,,
2919,DETTOL ANTICEPTIC LIQ 550 ML,CLEANING MATERIAL,DETTOL,CLEANING LIQUID,,
2927,BISLERI 1 LITTER,COLD/FRUIT DRINKS,BISLERI,MINERAL  WATAR,,
2935,REAL LITCHI NECTAR 1 LT CBD,COLD/FRUIT DRINKS,REAL,FRUIT JUICE,,
2938,KALA MIRI 100 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2939,DERMI COOL LAVEN POWDER 150GM,TALCUM/DEO/PERFUME,DERMI COOL,TALC POWDER,,
2946,MASALA ELAICHI 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2947,BADIYAN 20 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
2966,PARLE-G BISCUITS 800 GM*,BISCUITS/BAKERY,PARLE,BISCUITS,,
3024,DABUR GLUCOPLUS-C ORANGE400GM,BABY/HEALTH-FOOD/DRINKS,DABUR,HEALTH DRINKS,,
3052,CADBURY PERK CHOC. 28 GM R ,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
3075,SANTOOR SANDAL SOAP 4*52 GM,BATH SOAPS,SANTOOR,BATH SOAP,,
3076,ENO LEMON 30 GM CBD,COLD/FRUIT DRINKS,ENO,BRAVERAGES,,
3077,GODREJ AIR POCK TANG DELIT10G,CLEANING MATERIAL,GODREJ (CONSUMERS PRODUCT ),AIR/CAR/ROOM FRESHNER,,
3105,ROOH AFZA SHARBAT 750 ML BTL,JAM/KETCH-UP/SARBAT,ROOH AFZA,SYRUP/CRUSH,,
3107,BOURNVITA 1 KG REF*,BABY/HEALTH-FOOD/DRINKS,BOURNVITA,HEALTH DRINKS,,
3114,R.K.B.YELLOW CHANA 200GM,FARSAN/CHIKKI,R.K.BAZAR(TAX),WAFERS  & FARSAN,,
3145,HALDIRAM ALU BHUJIA 350 G ,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
3162,COCONUT WHOLE 1 NO,VEGETABLES/FRUITS,VINAYAKA,VEGETABLES,,
3187,GALA SPARKLE MAGIC SPONGE PAD,CLEANING MATERIAL,GALA,SCRUBBER,,
3248,RAM BANDHU PAPAD ATTA 1KG ,FAST FOOD (RADY TO EAT),RAM BANDHU,READY TO EAT,,
3322,ARIEL COMPLETE POW 1.5 KG*,WASHING/DETERGENTS,ARIEL,WASHING POWDER/DETERGENT,,
3348,EVE CHHOLE MASALA 50GM CBD,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
3389,COLGATE VEDSHKTI PASTE 200G ,DENTAL CARE,COLGATE,TOOTH PASTE,,
3417,EVE. GINGER GARLIC PASTE 100G,SPICES/MASALA,EVEREST,SPICE-PASTE,,
3474,GIFFY TURBO 2IN1 145+145ML,CLEANING MATERIAL,GIFFY,CLEANING LIQUID,,
3535,WHITE WAL 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
3593,DURACELL AA 1 PC,MISC/OTHERS,DURACELL(CHHOTA),BATTERY CELL,,
3602,MAGAJ 50 GM,DRY FRUITS,R.K.BAZAR(TAX),MAGAJ,,
3610,KALA RAJMA 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
3618,KULITH 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
3631,RICE SUPER KANI BAHURANI*,GROCERY,R.K.BAZAR,RICE,,
3636,SHAH JEERA 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
3642,GREEN WATANA SUPER 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
3666,GIRNAR ROYAL CUP TEA500 RFL ,TEA/COFFEE,GIRNAR,TEA,,
3667,NESCAFE CLASSIC 1.5GM,TEA/COFFEE,NESCAFE,COFFEE,,
3708,RICE SUGANDI AMBEMOHAR YOG,GROCERY,R.K.BAZAR,RICE,,
3713,AKKA DHANIYA 200 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
3724,DHARA GRO- NUT OIL 5 LT (J),OIL/GHEE/VANASPATI,DHARA,GROUNDNUT OIL,,
3728,GUINEA GRO-NUT OIL 5 LT CAN,OIL/GHEE/VANASPATI,GUINEA,GROUNDNUT OIL,,
3729,HRIDAYDEEP LAMP OIL 900ML*,OIL/GHEE/VANASPATI,HRIDAYDEEP(TEEL OIL),TEEL OIL,,
3738,SUGAR PREMIUM 1 KG,SUGAR/SALT,R.K.BAZAR(TAX),SUGAR,,
3740,GARENTED JUNA RNR STEM SAGAR,GROCERY,R.K.BAZAR,RICE,,
3749,SAFFOLA GOLD OIL 1LT (R) ,OIL/GHEE/VANASPATI,SAFFOLA,KARDAI OIL,,
3750,PARLE MELODY CHOCOLATY 391G*,CHOCLATE/CONFECTIONRIES,PARLE,TOFFEE /CANDY,,
3755,SALT JADA 1 KG,SUGAR/SALT,R.K.BAZAR(TAX),SALTS,,
3793,MOTHER POTATO PAPAD 90GM,PAPAD/PICKLES/FRYMES,MOTHERS PICKLE,PAPAD,,
3810,NESCAFE CLASSIC 45 GM BTL,TEA/COFFEE,NESCAFE,COFFEE,,
3814,KELLOGGS CHOCOS 385 GM,BABY/HEALTH-FOOD/DRINKS,KELLOGG,CORNFLAKES,,
3832,MOONG BOLD 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
3833,BOURNVITA 500GM (R),BABY/HEALTH-FOOD/DRINKS,BOURNVITA,HEALTH DRINKS,,
3835,BOURNVITA 200 GM (J)*,BABY/HEALTH-FOOD/DRINKS,BOURNVITA,HEALTH DRINKS,,
3844,HIT MOSQU &FLIES BLACK 400ML.,INSECTICIDES/REPELLANT,HIT,INSECTICIDES,,
3847,HIT COCKROACHES RED 400 ML.,INSECTICIDES/REPELLANT,HIT,INSECTICIDES,,
3864,GOOD KNI GOLD FL REF LAV 45ML,INSECTICIDES/REPELLANT,GOOD KNIGHT,MOSQUITO MATS,,
3878,LIJJAT MINI PAPAD 1 KG*,PAPAD/PICKLES/FRYMES,LIJJAT,PAPAD,,
3881,MOONG DAL DESI (BULK),GROCERY,R.K.BAZAR,PULSES,,
3891,AASHIRWAAD ATTA 5 KG (MP),GROCERY,AASHIRWAD,ATTA BRANDED,,
3899,WHITE  WATANA 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
3903,BAJRI SUPER GREEN APPLE *,GROCERY,R.K.BAZAR,DHANYA,,
3904,DOMEX FLOOR CLENER BLUE 500M+,CLEANING MATERIAL,DOMEX,PHENYLE,,
3969,CHANA DAL DESI (BULK),GROCERY,R.K.BAZAR,PULSES,,
3989,PATANJALI DOODH BISCUITS800GM,BISCUITS/BAKERY,PATANJALI,BISCUITS,,
3991,NUT PEA BUTT CHIKKI 35G X 10,FARSAN/CHIKKI,NUTRITIUS,CHIKKI,,
4001,GALA SPONGE WIPE 3PCS,CLEANING MATERIAL,GALA,BRUSH,,
4016,DHARA GRO- NUT OIL 1 LT (R),OIL/GHEE/VANASPATI,DHARA,GROUNDNUT OIL,,
4021,AKKA MASOOR 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
4029,HIMANI NAVRATNA OIL 300ML BT,HAIR CARE,HIMANI,HAIR OIL,,
4069,FORTUNE KAC-GHA MUST OIL 1LTB,OIL/GHEE/VANASPATI,FORTUNE,MUSTARD OIL,,
4082,CHING DARK SOYA SAUCE 200G BT,JAM/KETCH-UP/SARBAT,CHINGS,SAUCE,,
4084,GITS KHAMAN DHOKALA 180 G CB,FAST FOOD (RADY TO EAT),GITS,MIX,,
4114,DURACELL AAA 1 PC,MISC/OTHERS,DURACELL(CHHOTA),BATTERY CELL,,
4116,AKKA UDAD BLACK 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
4129,MAGGI H&S SAUCE 200GM BTL,JAM/KETCH-UP/SARBAT,MAGGI,SAUCE,,
4141,HIMANI NAVRATAN OIL 100ML BT,HAIR CARE,HIMANI,HAIR OIL,,
4167,HALDIRAM ORANGE SOAN 250 G ,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
4178,JADA CHAWLI 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
4265,R.K.B.YELLOW CHANA 100G ,FARSAN/CHIKKI,R.K.BAZAR(TAX),WAFERS  & FARSAN,,
4284,BAMBINO VER SEVAI MIX 250GM,FAST FOOD (RADY TO EAT),BAMBINO,VERMICILLY,,
4325,ALSI 500 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
4348,BAJAJ ALMOND DROP H OIL 100M,HAIR CARE,BAJAJ,HAIR OIL,,
4349,BAJAJ ALMOND DROP H OIL 200M,HAIR CARE,BAJAJ,HAIR OIL,,
4369,ORAL B SEN WHIT 2+2 SOFT BRUS,DENTAL CARE,ORAL-B,TOOTH BRUSH,,
4414,KHUSKHUS 20 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
4418,KHUSKHUS 50 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
4421,MAKHANA 100 GM,DRY FRUITS,R.K.BAZAR(TAX),MAKHANA,,
4432,GITS BASUNDI MIX 125 GM CBD,FAST FOOD (RADY TO EAT),GITS,BASUNDI MIX,,
4451,EVE. TIKHALAL CHILLY PWD 50 G,SPICES/MASALA,EVEREST,SPICES & MASALAS BRANDED,,
4460,ELECTRIC KAPUR DANI,POOJA ITEMS,MAMTA METALS,POOJA ITEM,,
4474,SOYA WADI SMALL 250 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
